Name,Extension,Date accessed,Date modified,Date created,Folder Path
customers.csv,.csv,1/5/2025 15:03,1/5/2025 9:50,1/5/2025 9:50,C:\Users\varsh\Downloads\FNF PROJECT\
orders.csv,.csv,1/5/2025 15:04,1/5/2025 9:50,1/5/2025 9:50,C:\Users\varsh\Downloads\FNF PROJECT\
products.csv,.csv,1/5/2025 15:04,1/5/2025 9:50,1/5/2025 9:50,C:\Users\varsh\Downloads\FNF PROJECT\
